Gen 94 | Best Fitness = 31.097
Gen 95 | Best Fitness = 31.097
Gen 96 | Best Fitness = 31.161
Gen 97 | Best Fitness = 31.161
Gen 98 | Best Fitness = 31.383
Gen 99 | Best Fitness = 31.383
Gen 100 | Best Fitness = 31.398
Gen 101 | Best Fitness = 31.421
Gen 102 | Best Fitness = 31.460
Gen 103 | Best Fitness = 31.472
Gen 104 | Best Fitness = 31.487
Gen 105 | Best Fitness = 31.531
Gen 106 | Best Fitness = 31.531
Gen 107 | Best Fitness = 31.541
Gen 108 | Best Fitness = 31.543
Gen 109 | Best Fitness = 31.554
Gen 110 | Best Fitness = 31.690
Gen 111 | Best Fitness = 31.690
Gen 112 | Best Fitness = 31.786
Gen 113 | Best Fitness = 31.786
Gen 114 | Best Fitness = 31.821
Gen 115 | Best Fitness = 31.821
Gen 116 | Best Fitness = 31.821
Gen 117 | Best Fitness = 31.821
Gen 118 | Best Fitness = 31.828
Gen 119 | Best Fitness = 31.870
Gen 120 | Best Fitness = 31.894
Gen 121 | Best Fitness = 31.923
Gen 122 | Best Fitness = 31.953
Gen 123 | Best Fitness = 31.953
Gen 124 | Best Fitness = 31.953
Gen 125 | Best Fitness = 31.964
Gen 126 | Best Fitness = 31.988
Gen 127 | Best Fitness = 32.026
Gen 128 | Best Fitness = 32.026
Gen 129 | Best Fitness = 32.175
Gen 130 | Best Fitness = 32.226
Gen 131 | Best Fitness = 32.226
Gen 132 | Best Fitness = 32.235
Gen 133 | Best Fitness = 32.272
Gen 134 | Best Fitness = 32.272
Gen 135 | Best Fitness = 32.321
Gen 136 | Best Fitness = 32.321
Gen 137 | Best Fitness = 32.417
Gen 138 | Best Fitness = 32.417
Gen 139 | Best Fitness = 32.465
Gen 140 | Best Fitness = 32.465
Gen 141 | Best Fitness = 32.465
Gen 142 | Best Fitness = 32.549
Gen 143 | Best Fitness = 32.659
Gen 144 | Best Fitness = 32.967
Gen 145 | Best Fitness = 32.967
Gen 146 | Best Fitness = 32.967
Gen 147 | Best Fitness = 33.042
Gen 148 | Best Fitness = 33.042
Gen 149 | Best Fitness = 33.042
Gen 150 | Best Fitness = 33.075
Gen 151 | Best Fitness = 33.128
Gen 152 | Best Fitness = 33.168
Gen 153 | Best Fitness = 33.168
Gen 154 | Best Fitness = 33.172
Gen 155 | Best Fitness = 33.234
Gen 156 | Best Fitness = 33.234
Gen 157 | Best Fitness = 33.234
Gen 158 | Best Fitness = 33.325
Gen 159 | Best Fitness = 33.353
Gen 160 | Best Fitness = 33.396
Gen 161 | Best Fitness = 33.396
Gen 162 | Best Fitness = 33.426
Gen 163 | Best Fitness = 33.426
Gen 164 | Best Fitness = 33.475
Gen 165 | Best Fitness = 33.477
Gen 166 | Best Fitness = 33.480
Gen 167 | Best Fitness = 33.570
Gen 168 | Best Fitness = 33.570
Gen 169 | Best Fitness = 33.570
Gen 170 | Best Fitness = 33.570
Gen 171 | Best Fitness = 33.570
Gen 172 | Best Fitness = 33.726
Gen 173 | Best Fitness = 33.726
Gen 174 | Best Fitness = 33.744
Gen 175 | Best Fitness = 33.866
Gen 176 | Best Fitness = 33.894
Gen 177 | Best Fitness = 33.894
Gen 178 | Best Fitness = 33.949
Gen 179 | Best Fitness = 33.949
Gen 180 | Best Fitness = 33.954
Gen 181 | Best Fitness = 33.954
Gen 182 | Best Fitness = 33.994
Gen 183 | Best Fitness = 33.994
Gen 184 | Best Fitness = 34.069
Gen 185 | Best Fitness = 34.076
Gen 186 | Best Fitness = 34.134
Gen 187 | Best Fitness = 34.155
Gen 188 | Best Fitness = 34.201
Gen 189 | Best Fitness = 34.201
Gen 190 | Best Fitness = 34.201
Gen 191 | Best Fitness = 34.235
Gen 192 | Best Fitness = 34.235
Gen 193 | Best Fitness = 34.245
Gen 194 | Best Fitness = 34.245
Gen 195 | Best Fitness = 34.245
Gen 196 | Best Fitness = 34.272
Gen 197 | Best Fitness = 34.380
Gen 198 | Best Fitness = 34.380
Gen 199 | Best Fitness = 34.435
Gen 200 | Best Fitness = 34.435

======== GA RUN 30 of 50 ========
Gen 1 | Best Fitness = 13.471
Gen 2 | Best Fitness = 14.602
Gen 3 | Best Fitness = 14.602
Gen 4 | Best Fitness = 14.602
Gen 5 | Best Fitness = 15.285
Gen 6 | Best Fitness = 19.441
Gen 7 | Best Fitness = 26.818
Gen 8 | Best Fitness = 26.818
Gen 9 | Best Fitness = 26.818
Gen 10 | Best Fitness = 26.818
Gen 11 | Best Fitness = 26.818
Gen 12 | Best Fitness = 26.818
Gen 13 | Best Fitness = 27.243
Gen 14 | Best Fitness = 27.274
Gen 15 | Best Fitness = 27.274
Gen 16 | Best Fitness = 27.368
Gen 17 | Best Fitness = 27.438
Gen 18 | Best Fitness = 27.438
Gen 19 | Best Fitness = 27.438
Gen 20 | Best Fitness = 27.493
Gen 21 | Best Fitness = 27.539
Gen 22 | Best Fitness = 27.539
Gen 23 | Best Fitness = 27.539
Gen 24 | Best Fitness = 27.539
Gen 25 | Best Fitness = 27.561
Gen 26 | Best Fitness = 27.564
Gen 27 | Best Fitness = 27.564
Gen 28 | Best Fitness = 27.582
Gen 29 | Best Fitness = 27.607
Gen 30 | Best Fitness = 27.722
Gen 31 | Best Fitness = 27.722
Gen 32 | Best Fitness = 27.848
Gen 33 | Best Fitness = 27.848
Gen 34 | Best Fitness = 27.909
Gen 35 | Best Fitness = 27.909
Gen 36 | Best Fitness = 27.927
Gen 37 | Best Fitness = 27.987
Gen 38 | Best Fitness = 27.987
Gen 39 | Best Fitness = 27.987
Gen 40 | Best Fitness = 28.091
Gen 41 | Best Fitness = 28.091
Gen 42 | Best Fitness = 28.144
Gen 43 | Best Fitness = 28.144
Gen 44 | Best Fitness = 28.144
Gen 45 | Best Fitness = 28.144
Gen 46 | Best Fitness = 28.208
Gen 47 | Best Fitness = 28.208
Gen 48 | Best Fitness = 28.208
Gen 49 | Best Fitness = 28.208
Gen 50 | Best Fitness = 28.208
Gen 51 | Best Fitness = 28.208
Gen 52 | Best Fitness = 28.208
Gen 53 | Best Fitness = 28.208
Gen 54 | Best Fitness = 28.254
Gen 55 | Best Fitness = 28.365
Gen 56 | Best Fitness = 28.365
Gen 57 | Best Fitness = 28.537
Gen 58 | Best Fitness = 28.537
Gen 59 | Best Fitness = 28.537
Gen 60 | Best Fitness = 28.537
Gen 61 | Best Fitness = 28.537
Gen 62 | Best Fitness = 28.537
Gen 63 | Best Fitness = 28.537
Gen 64 | Best Fitness = 28.537
Gen 65 | Best Fitness = 28.561
Gen 66 | Best Fitness = 28.582
Gen 67 | Best Fitness = 28.588
Gen 68 | Best Fitness = 28.589
Gen 69 | Best Fitness = 28.606
Gen 70 | Best Fitness = 28.615
Gen 71 | Best Fitness = 28.647
Gen 72 | Best Fitness = 28.647
Gen 73 | Best Fitness = 28.647
Gen 74 | Best Fitness = 28.668
Gen 75 | Best Fitness = 28.695
Gen 76 | Best Fitness = 28.715
Gen 77 | Best Fitness = 28.715
Gen 78 | Best Fitness = 28.741
Gen 79 | Best Fitness = 28.759
Gen 80 | Best Fitness = 28.759
Gen 81 | Best Fitness = 28.759
Gen 82 | Best Fitness = 28.768
Gen 83 | Best Fitness = 28.769
Gen 84 | Best Fitness = 28.821
Gen 85 | Best Fitness = 28.821
Gen 86 | Best Fitness = 28.877
Gen 87 | Best Fitness = 28.877
Gen 88 | Best Fitness = 28.877
Gen 89 | Best Fitness = 28.877
Gen 90 | Best Fitness = 28.877
Gen 91 | Best Fitness = 28.888
Gen 92 | Best Fitness = 28.899
Gen 93 | Best Fitness = 28.926
Gen 94 | Best Fitness = 28.951
Gen 95 | Best Fitness = 28.978
Gen 96 | Best Fitness = 28.978
Gen 97 | Best Fitness = 28.978
Gen 98 | Best Fitness = 29.102
Gen 99 | Best Fitness = 29.108
Gen 100 | Best Fitness = 29.108
Gen 101 | Best Fitness = 29.108
Gen 102 | Best Fitness = 29.114
Gen 103 | Best Fitness = 29.114
Gen 104 | Best Fitness = 29.114
Gen 105 | Best Fitness = 29.160
Gen 106 | Best Fitness = 29.160
Gen 107 | Best Fitness = 29.173
Gen 108 | Best Fitness = 29.173
Gen 109 | Best Fitness = 29.173
Gen 110 | Best Fitness = 29.173
Gen 111 | Best Fitness = 29.202
Gen 112 | Best Fitness = 29.202
Gen 113 | Best Fitness = 29.202
Gen 114 | Best Fitness = 29.286
Gen 115 | Best Fitness = 29.286
Gen 116 | Best Fitness = 29.286
Gen 117 | Best Fitness = 29.286
Gen 118 | Best Fitness = 29.296
Gen 119 | Best Fitness = 29.296
Gen 120 | Best Fitness = 29.296
Gen 121 | Best Fitness = 29.296
Gen 122 | Best Fitness = 29.296
Gen 123 | Best Fitness = 29.296
Gen 124 | Best Fitness = 29.296
Gen 125 | Best Fitness = 29.389
Gen 126 | Best Fitness = 29.389
Gen 127 | Best Fitness = 29.389
Gen 128 | Best Fitness = 29.389
Gen 129 | Best Fitness = 29.392
Gen 130 | Best Fitness = 29.392
Gen 131 | Best Fitness = 29.394
Gen 132 | Best Fitness = 29.408
Gen 133 | Best Fitness = 29.430
Gen 134 | Best Fitness = 29.462
Gen 135 | Best Fitness = 29.462
Gen 136 | Best Fitness = 29.471
Gen 137 | Best Fitness = 29.483
Gen 138 | Best Fitness = 29.483
Gen 139 | Best Fitness = 29.483
Gen 140 | Best Fitness = 29.526
Gen 141 | Best Fitness = 29.526
Gen 142 | Best Fitness = 29.526
Gen 143 | Best Fitness = 29.526
Gen 144 | Best Fitness = 29.526
Gen 145 | Best Fitness = 29.549
Gen 146 | Best Fitness = 29.549
Gen 147 | Best Fitness = 29.604
Gen 148 | Best Fitness = 29.604
Gen 149 | Best Fitness = 29.604
Gen 150 | Best Fitness = 29.604
Gen 151 | Best Fitness = 29.604
Gen 152 | Best Fitness = 29.604
Gen 153 | Best Fitness = 29.604
Gen 154 | Best Fitness = 29.607
Gen 155 | Best Fitness = 29.608
Gen 156 | Best Fitness = 29.664
Gen 157 | Best Fitness = 29.664
Gen 158 | Best Fitness = 29.772
Gen 159 | Best Fitness = 29.772
Gen 160 | Best Fitness = 29.772
Gen 161 | Best Fitness = 29.779
Gen 162 | Best Fitness = 29.779
Gen 163 | Best Fitness = 29.818
Gen 164 | Best Fitness = 29.818
Gen 165 | Best Fitness = 29.823
Gen 166 | Best Fitness = 29.838
Gen 167 | Best Fitness = 29.861
Gen 168 | Best Fitness = 29.862
Gen 169 | Best Fitness = 29.864
Gen 170 | Best Fitness = 29.905
Gen 171 | Best Fitness = 29.905
Gen 172 | Best Fitness = 29.905
Gen 173 | Best Fitness = 29.905
Gen 174 | Best Fitness = 29.905
Gen 175 | Best Fitness = 29.945
Gen 176 | Best Fitness = 29.945
Gen 177 | Best Fitness = 29.945
Gen 178 | Best Fitness = 30.006
Gen 179 | Best Fitness = 30.006
Gen 180 | Best Fitness = 30.043
Gen 181 | Best Fitness = 30.043
Gen 182 | Best Fitness = 30.043
Gen 183 | Best Fitness = 30.067
Gen 184 | Best Fitness = 30.150
Gen 185 | Best Fitness = 30.150
Gen 186 | Best Fitness = 30.150
Gen 187 | Best Fitness = 30.150
Gen 188 | Best Fitness = 30.150
Gen 189 | Best Fitness = 30.180
Gen 190 | Best Fitness = 30.209
Gen 191 | Best Fitness = 30.209
Gen 192 | Best Fitness = 30.286
Gen 193 | Best Fitness = 30.286
Gen 194 | Best Fitness = 30.302
Gen 195 | Best Fitness = 30.309
Gen 196 | Best Fitness = 30.355
Gen 197 | Best Fitness = 30.359
Gen 198 | Best Fitness = 30.359
Gen 199 | Best Fitness = 30.406
Gen 200 | Best Fitness = 30.453

======== GA RUN 31 of 50 ========
Gen 1 | Best Fitness = 12.983
Gen 2 | Best Fitness = 14.739
Gen 3 | Best Fitness = 22.992
Gen 4 | Best Fitness = 22.992
Gen 5 | Best Fitness = 22.992
Gen 6 | Best Fitness = 22.992
Gen 7 | Best Fitness = 22.992
Gen 8 | Best Fitness = 26.443
Gen 9 | Best Fitness = 26.443
Gen 10 | Best Fitness = 26.443
Gen 11 | Best Fitness = 26.443
Gen 12 | Best Fitness = 26.443
Gen 13 | Best Fitness = 26.443
Gen 14 | Best Fitness = 26.554
Gen 15 | Best Fitness = 26.554
Gen 16 | Best Fitness = 26.568
Gen 17 | Best Fitness = 26.593
Gen 18 | Best Fitness = 26.593
Gen 19 | Best Fitness = 26.680
Gen 20 | Best Fitness = 26.689
Gen 21 | Best Fitness = 26.689
Gen 22 | Best Fitness = 26.947
Gen 23 | Best Fitness = 26.947
Gen 24 | Best Fitness = 26.947
Gen 25 | Best Fitness = 27.259
Gen 26 | Best Fitness = 27.259
Gen 27 | Best Fitness = 27.259
Gen 28 | Best Fitness = 27.290
Gen 29 | Best Fitness = 27.290
Gen 30 | Best Fitness = 27.326
Gen 31 | Best Fitness = 27.326
Gen 32 | Best Fitness = 27.589
Gen 33 | Best Fitness = 27.589
Gen 34 | Best Fitness = 27.589
Gen 35 | Best Fitness = 27.589
Gen 36 | Best Fitness = 27.589
Gen 37 | Best Fitness = 27.589
Gen 38 | Best Fitness = 27.655
Gen 39 | Best Fitness = 27.655
Gen 40 | Best Fitness = 27.787
Gen 41 | Best Fitness = 27.787
Gen 42 | Best Fitness = 27.787
Gen 43 | Best Fitness = 27.885
Gen 44 | Best Fitness = 27.894
Gen 45 | Best Fitness = 27.917
Gen 46 | Best Fitness = 27.917
Gen 47 | Best Fitness = 27.942
Gen 48 | Best Fitness = 27.942
Gen 49 | Best Fitness = 27.942
Gen 50 | Best Fitness = 27.977
Gen 51 | Best Fitness = 28.031
Gen 52 | Best Fitness = 28.031
Gen 53 | Best Fitness = 28.031
Gen 54 | Best Fitness = 28.063
Gen 55 | Best Fitness = 28.063
Gen 56 | Best Fitness = 28.080
Gen 57 | Best Fitness = 28.080
Gen 58 | Best Fitness = 28.274
Gen 59 | Best Fitness = 28.274
Gen 60 | Best Fitness = 28.298
Gen 61 | Best Fitness = 28.298
Gen 62 | Best Fitness = 28.315
Gen 63 | Best Fitness = 28.315
Gen 64 | Best Fitness = 28.372
Gen 65 | Best Fitness = 28.372
Gen 66 | Best Fitness = 28.536
Gen 67 | Best Fitness = 28.536
Gen 68 | Best Fitness = 28.536
Gen 69 | Best Fitness = 28.536
Gen 70 | Best Fitness = 28.652
Gen 71 | Best Fitness = 28.652
Gen 72 | Best Fitness = 28.652
Gen 73 | Best Fitness = 28.652
Gen 74 | Best Fitness = 28.652
Gen 75 | Best Fitness = 28.741
Gen 76 | Best Fitness = 28.741
Gen 77 | Best Fitness = 28.741
Gen 78 | Best Fitness = 28.741
Gen 79 | Best Fitness = 28.810
Gen 80 | Best Fitness = 28.948
Gen 81 | Best Fitness = 28.948
Gen 82 | Best Fitness = 28.948
Gen 83 | Best Fitness = 28.948
Gen 84 | Best Fitness = 28.948
Gen 85 | Best Fitness = 28.948
Gen 86 | Best Fitness = 28.948
Gen 87 | Best Fitness = 28.948
Gen 88 | Best Fitness = 28.948
Gen 89 | Best Fitness = 28.948
Gen 90 | Best Fitness = 28.948
Gen 91 | Best Fitness = 28.983
Gen 92 | Best Fitness = 29.001
Gen 93 | Best Fitness = 29.017
Gen 94 | Best Fitness = 29.017
Gen 95 | Best Fitness = 29.017
Gen 96 | Best Fitness = 29.017
Gen 97 | Best Fitness = 29.063
Gen 98 | Best Fitness = 29.071
Gen 99 | Best Fitness = 29.114
Gen 100 | Best Fitness = 29.126
Gen 101 | Best Fitness = 29.126
Gen 102 | Best Fitness = 29.129
Gen 103 | Best Fitness = 29.138
Gen 104 | Best Fitness = 29.179
Gen 105 | Best Fitness = 29.179
Gen 106 | Best Fitness = 29.179
Gen 107 | Best Fitness = 29.179
Gen 108 | Best Fitness = 29.183
Gen 109 | Best Fitness = 29.305
Gen 110 | Best Fitness = 29.305
Gen 111 | Best Fitness = 29.305
Gen 112 | Best Fitness = 29.305
Gen 113 | Best Fitness = 29.315
Gen 114 | Best Fitness = 29.328
Gen 115 | Best Fitness = 29.359
Gen 116 | Best Fitness = 29.359
Gen 117 | Best Fitness = 29.365
Gen 118 | Best Fitness = 29.365
Gen 119 | Best Fitness = 29.369
Gen 120 | Best Fitness = 29.417
Gen 121 | Best Fitness = 29.421
Gen 122 | Best Fitness = 29.431
Gen 123 | Best Fitness = 29.431
Gen 124 | Best Fitness = 29.431
Gen 125 | Best Fitness = 29.447
Gen 126 | Best Fitness = 29.459
Gen 127 | Best Fitness = 29.531
Gen 128 | Best Fitness = 29.531
Gen 129 | Best Fitness = 29.531
Gen 130 | Best Fitness = 29.531
Gen 131 | Best Fitness = 29.531
Gen 132 | Best Fitness = 29.531
Gen 133 | Best Fitness = 29.550
Gen 134 | Best Fitness = 29.565
Gen 135 | Best Fitness = 29.583
Gen 136 | Best Fitness = 29.583
Gen 137 | Best Fitness = 29.583
Gen 138 | Best Fitness = 29.586
Gen 139 | Best Fitness = 29.647
Gen 140 | Best Fitness = 29.647
Gen 141 | Best Fitness = 29.647
Gen 142 | Best Fitness = 29.647
Gen 143 | Best Fitness = 29.647
Gen 144 | Best Fitness = 29.676
Gen 145 | Best Fitness = 29.676
Gen 146 | Best Fitness = 29.676
Gen 147 | Best Fitness = 29.716
Gen 148 | Best Fitness = 29.754
Gen 149 | Best Fitness = 29.754
Gen 150 | Best Fitness = 29.984
Gen 151 | Best Fitness = 29.984
Gen 152 | Best Fitness = 30.030
Gen 153 | Best Fitness = 30.121
Gen 154 | Best Fitness = 30.121
Gen 155 | Best Fitness = 30.121
Gen 156 | Best Fitness = 30.121
Gen 157 | Best Fitness = 30.121
Gen 158 | Best Fitness = 30.121
Gen 159 | Best Fitness = 30.196
Gen 160 | Best Fitness = 30.196
Gen 161 | Best Fitness = 30.196
Gen 162 | Best Fitness = 30.264
Gen 163 | Best Fitness = 30.342
Gen 164 | Best Fitness = 30.342
Gen 165 | Best Fitness = 30.345
Gen 166 | Best Fitness = 30.345
Gen 167 | Best Fitness = 30.359
Gen 168 | Best Fitness = 30.417
Gen 169 | Best Fitness = 30.417
Gen 170 | Best Fitness = 30.417
Gen 171 | Best Fitness = 30.419
Gen 172 | Best Fitness = 30.419
Gen 173 | Best Fitness = 30.574
Gen 174 | Best Fitness = 30.579
Gen 175 | Best Fitness = 30.579
Gen 176 | Best Fitness = 30.665
Gen 177 | Best Fitness = 30.665
Gen 178 | Best Fitness = 30.665
Gen 179 | Best Fitness = 30.677
Gen 180 | Best Fitness = 30.693
Gen 181 | Best Fitness = 30.693
Gen 182 | Best Fitness = 30.739
Gen 183 | Best Fitness = 30.739
Gen 184 | Best Fitness = 30.739
Gen 185 | Best Fitness = 30.835
Gen 186 | Best Fitness = 30.877
Gen 187 | Best Fitness = 30.877
Gen 188 | Best Fitness = 30.926
Gen 189 | Best Fitness = 30.939
Gen 190 | Best Fitness = 30.962
Gen 191 | Best Fitness = 30.989
Gen 192 | Best Fitness = 31.055
Gen 193 | Best Fitness = 31.055
Gen 194 | Best Fitness = 31.062
Gen 195 | Best Fitness = 31.066
Gen 196 | Best Fitness = 31.122
Gen 197 | Best Fitness = 31.195
Gen 198 | Best Fitness = 31.224
Gen 199 | Best Fitness = 31.233
Gen 200 | Best Fitness = 31.233

======== GA RUN 32 of 50 ========
Gen 1 | Best Fitness = 8.263
Gen 2 | Best Fitness = 8.263
Gen 3 | Best Fitness = 8.489
Gen 4 | Best Fitness = 15.406
Gen 5 | Best Fitness = 24.724
Gen 6 | Best Fitness = 24.724
Gen 7 | Best Fitness = 24.724
Gen 8 | Best Fitness = 25.682
Gen 9 | Best Fitness = 26.502
Gen 10 | Best Fitness = 26.502
Gen 11 | Best Fitness = 26.502
Gen 12 | Best Fitness = 26.502
Gen 13 | Best Fitness = 27.444
Gen 14 | Best Fitness = 27.444
Gen 15 | Best Fitness = 27.444
Gen 16 | Best Fitness = 27.444
Gen 17 | Best Fitness = 27.444
Gen 18 | Best Fitness = 27.447
Gen 19 | Best Fitness = 27.447
Gen 20 | Best Fitness = 27.634
Gen 21 | Best Fitness = 27.634
Gen 22 | Best Fitness = 27.690
Gen 23 | Best Fitness = 27.812
Gen 24 | Best Fitness = 27.812
Gen 25 | Best Fitness = 27.812
Gen 26 | Best Fitness = 27.888
Gen 27 | Best Fitness = 27.888
Gen 28 | Best Fitness = 27.899
Gen 29 | Best Fitness = 27.936
Gen 30 | Best Fitness = 27.936
Gen 31 | Best Fitness = 27.940
Gen 32 | Best Fitness = 28.021
Gen 33 | Best Fitness = 28.021
Gen 34 | Best Fitness = 28.021
Gen 35 | Best Fitness = 28.021
Gen 36 | Best Fitness = 28.021
Gen 37 | Best Fitness = 28.036
Gen 38 | Best Fitness = 28.036
Gen 39 | Best Fitness = 28.166
Gen 40 | Best Fitness = 28.166
Gen 41 | Best Fitness = 28.166
Gen 42 | Best Fitness = 28.166
Gen 43 | Best Fitness = 28.166
Gen 44 | Best Fitness = 28.247
Gen 45 | Best Fitness = 28.247
Gen 46 | Best Fitness = 28.247
Gen 47 | Best Fitness = 28.252
Gen 48 | Best Fitness = 28.252
Gen 49 | Best Fitness = 28.305
Gen 50 | Best Fitness = 28.338
Gen 51 | Best Fitness = 28.352
Gen 52 | Best Fitness = 28.352
Gen 53 | Best Fitness = 28.382
Gen 54 | Best Fitness = 28.382
Gen 55 | Best Fitness = 28.382
Gen 56 | Best Fitness = 28.390
Gen 57 | Best Fitness = 28.416
Gen 58 | Best Fitness = 28.418
Gen 59 | Best Fitness = 28.505
Gen 60 | Best Fitness = 28.505
Gen 61 | Best Fitness = 28.505
Gen 62 | Best Fitness = 28.548
Gen 63 | Best Fitness = 28.557
Gen 64 | Best Fitness = 28.557
Gen 65 | Best Fitness = 28.665
Gen 66 | Best Fitness = 28.665
Gen 67 | Best Fitness = 28.665
Gen 68 | Best Fitness = 28.665
Gen 69 | Best Fitness = 28.675
Gen 70 | Best Fitness = 28.789
Gen 71 | Best Fitness = 28.789
Gen 72 | Best Fitness = 28.789
Gen 73 | Best Fitness = 28.789
Gen 74 | Best Fitness = 28.806
Gen 75 | Best Fitness = 28.815
Gen 76 | Best Fitness = 28.978
Gen 77 | Best Fitness = 28.978
Gen 78 | Best Fitness = 28.978
Gen 79 | Best Fitness = 28.978
Gen 80 | Best Fitness = 29.050
Gen 81 | Best Fitness = 29.050
Gen 82 | Best Fitness = 29.065
Gen 83 | Best Fitness = 29.080
Gen 84 | Best Fitness = 29.108
Gen 85 | Best Fitness = 29.108
Gen 86 | Best Fitness = 29.111
Gen 87 | Best Fitness = 29.111
Gen 88 | Best Fitness = 29.111
Gen 89 | Best Fitness = 29.142
Gen 90 | Best Fitness = 29.179
Gen 91 | Best Fitness = 29.179
Gen 92 | Best Fitness = 29.179
Gen 93 | Best Fitness = 29.181
Gen 94 | Best Fitness = 29.186
Gen 95 | Best Fitness = 29.189
Gen 96 | Best Fitness = 29.198
Gen 97 | Best Fitness = 29.218
Gen 98 | Best Fitness = 29.218
Gen 99 | Best Fitness = 29.220
Gen 100 | Best Fitness = 29.248
Gen 101 | Best Fitness = 29.248
Gen 102 | Best Fitness = 29.248
Gen 103 | Best Fitness = 29.275
Gen 104 | Best Fitness = 29.284
Gen 105 | Best Fitness = 29.288
Gen 106 | Best Fitness = 29.317
Gen 107 | Best Fitness = 29.317
Gen 108 | Best Fitness = 29.325
Gen 109 | Best Fitness = 29.326
Gen 110 | Best Fitness = 29.328
Gen 111 | Best Fitness = 29.334
Gen 112 | Best Fitness = 29.342
Gen 113 | Best Fitness = 29.364
Gen 114 | Best Fitness = 29.364
Gen 115 | Best Fitness = 29.371
Gen 116 | Best Fitness = 29.377
Gen 117 | Best Fitness = 29.391
Gen 118 | Best Fitness = 29.412
Gen 119 | Best Fitness = 29.412
Gen 120 | Best Fitness = 29.426
Gen 121 | Best Fitness = 29.431
Gen 122 | Best Fitness = 29.451
Gen 123 | Best Fitness = 29.451
Gen 124 | Best Fitness = 29.451
Gen 125 | Best Fitness = 29.462
Gen 126 | Best Fitness = 29.465
Gen 127 | Best Fitness = 29.466
Gen 128 | Best Fitness = 29.466
Gen 129 | Best Fitness = 29.504
Gen 130 | Best Fitness = 29.504
Gen 131 | Best Fitness = 29.513
Gen 132 | Best Fitness = 29.513
Gen 133 | Best Fitness = 29.528
Gen 134 | Best Fitness = 29.549
Gen 135 | Best Fitness = 29.549
Gen 136 | Best Fitness = 29.593
Gen 137 | Best Fitness = 29.768
Gen 138 | Best Fitness = 29.768
Gen 139 | Best Fitness = 29.821
Gen 140 | Best Fitness = 29.897
Gen 141 | Best Fitness = 29.917
Gen 142 | Best Fitness = 29.917
Gen 143 | Best Fitness = 29.974
Gen 144 | Best Fitness = 29.974
Gen 145 | Best Fitness = 29.974
Gen 146 | Best Fitness = 29.974
Gen 147 | Best Fitness = 29.974
Gen 148 | Best Fitness = 29.974
Gen 149 | Best Fitness = 30.018
Gen 150 | Best Fitness = 30.018
Gen 151 | Best Fitness = 30.018
Gen 152 | Best Fitness = 30.018
Gen 153 | Best Fitness = 30.018
Gen 154 | Best Fitness = 30.018
Gen 155 | Best Fitness = 30.018
Gen 156 | Best Fitness = 30.020
Gen 157 | Best Fitness = 30.020
Gen 158 | Best Fitness = 30.042
Gen 159 | Best Fitness = 30.082
Gen 160 | Best Fitness = 30.155
Gen 161 | Best Fitness = 30.159
Gen 162 | Best Fitness = 30.159
Gen 163 | Best Fitness = 30.194
Gen 164 | Best Fitness = 30.260
Gen 165 | Best Fitness = 30.260
Gen 166 | Best Fitness = 30.260
Gen 167 | Best Fitness = 30.260
Gen 168 | Best Fitness = 30.287
Gen 169 | Best Fitness = 30.304
Gen 170 | Best Fitness = 30.304
Gen 171 | Best Fitness = 30.322
Gen 172 | Best Fitness = 30.322
Gen 173 | Best Fitness = 30.352
Gen 174 | Best Fitness = 30.352
Gen 175 | Best Fitness = 30.352
Gen 176 | Best Fitness = 30.352
Gen 177 | Best Fitness = 30.352
Gen 178 | Best Fitness = 30.352
Gen 179 | Best Fitness = 30.358
Gen 180 | Best Fitness = 30.420
Gen 181 | Best Fitness = 30.420
Gen 182 | Best Fitness = 30.498
Gen 183 | Best Fitness = 30.498
Gen 184 | Best Fitness = 30.514
Gen 185 | Best Fitness = 30.533
Gen 186 | Best Fitness = 30.540
Gen 187 | Best Fitness = 30.572
Gen 188 | Best Fitness = 30.572
Gen 189 | Best Fitness = 30.572
Gen 190 | Best Fitness = 30.585
Gen 191 | Best Fitness = 30.585
Gen 192 | Best Fitness = 30.600
Gen 193 | Best Fitness = 30.600
Gen 194 | Best Fitness = 30.608
Gen 195 | Best Fitness = 30.608
Gen 196 | Best Fitness = 30.608
Gen 197 | Best Fitness = 30.634
Gen 198 | Best Fitness = 30.634
Gen 199 | Best Fitness = 30.643
Gen 200 | Best Fitness = 30.643

======== GA RUN 33 of 50 ========
Gen 1 | Best Fitness = 4.614
Gen 2 | Best Fitness = 9.349
Gen 3 | Best Fitness = 9.349
Gen 4 | Best Fitness = 19.625
Gen 5 | Best Fitness = 19.625
Gen 6 | Best Fitness = 20.319
Gen 7 | Best Fitness = 22.946
Gen 8 | Best Fitness = 24.724
Gen 9 | Best Fitness = 24.915
Gen 10 | Best Fitness = 26.384
Gen 11 | Best Fitness = 26.384
Gen 12 | Best Fitness = 26.384
Gen 13 | Best Fitness = 26.384
Gen 14 | Best Fitness = 26.989
Gen 15 | Best Fitness = 26.989
Gen 16 | Best Fitness = 26.989
Gen 17 | Best Fitness = 27.207
Gen 18 | Best Fitness = 27.207
Gen 19 | Best Fitness = 27.207
Gen 20 | Best Fitness = 27.207
Gen 21 | Best Fitness = 27.207
Gen 22 | Best Fitness = 27.207
Gen 23 | Best Fitness = 27.207
Gen 24 | Best Fitness = 27.422
Gen 25 | Best Fitness = 27.439
Gen 26 | Best Fitness = 27.439
